,HomeTeam,AwayTeam,BbAvH,BbAvD,BbAvA,FTR,AwayTeamGoals,HomeTeamConceded,AwayTeamConceded,HomeTeamGoals,Weekday
1066,Everton,Burnley,1.67,4.07,5.04,H,1.2,1.8,2.6,1.0,1.0
1067,Fulham,Newcastle,2.37,3.82,2.81,A,2.2,0.6,2.8,2.0,1.0
1068,Luton,Bournemouth,3.68,4.04,1.91,H,1.4,1.8,1.8,1.8,1.0
1069,Wolves,West Ham,2.51,3.58,2.75,A,1.6,1.4,2.4,1.8,1.0
1070,Brighton,Arsenal,5.15,4.25,1.64,A,3.8,0.8,0.2,2.0,1.0
1071,Man United,Liverpool,4.69,4.65,1.63,D,2.4,1.2,0.8,2.2,3.0
1072,Sheffield United,Chelsea,6.88,5.28,1.41,D,2.0,4.2,2.0,1.0,3.0
1073,Tottenham,Nott'm Forest,1.4,5.3,7.23,H,1.2,1.4,2.0,2.2,3.0
1074,Newcastle,Tottenham,2.75,4.02,2.34,H,1.8,2.0,1.6,2.8,5.0
1075,Brentford,Sheffield United,1.43,5.09,6.86,H,1.6,2.0,2.0,1.0,5.0
1076,Burnley,Brighton,3.5,3.8,2.02,D,1.4,2.2,1.4,1.0,5.0
1077,Man City,Luton,1.1,11.66,23.86,H,1.2,0.6,2.6,1.8,5.0
1078,Nott'm Forest,Wolves,2.16,3.55,3.37,D,1.4,1.2,1.8,1.6,5.0
1079,Bournemouth,Man United,2.42,3.91,2.68,D,1.8,1.4,2.0,1.8,5.0
1080,Liverpool,Crystal Palace,1.21,7.37,13.35,A,0.8,1.0,2.0,2.6,6.0
1081,West Ham,Fulham,2.38,3.65,2.88,A,1.8,2.4,2.2,1.6,6.0
1082,Arsenal,Aston Villa,1.28,6.1,9.89,A,2.4,0.6,1.6,3.2,6.0
1083,Chelsea,Everton,1.71,4.2,4.53,H,0.6,2.2,1.6,2.4,0.0
1084,Luton,Brentford,3.18,3.75,2.17,A,1.4,2.0,2.4,1.4,5.0
1085,Sheffield United,Burnley,2.76,3.63,2.47,A,1.0,4.2,2.2,1.0,5.0
1086,Wolves,Arsenal,8.05,5.05,1.39,A,4.0,1.8,0.0,1.4,5.0
1087,Everton,Nott'm Forest,2.07,3.52,3.63,H,1.0,1.2,2.0,1.0,6.0
1088,Aston Villa,Bournemouth,1.87,4.11,3.76,H,1.4,2.2,1.6,2.0,6.0
1089,Crystal Palace,West Ham,2.15,3.59,3.34,H,1.6,2.0,2.2,2.0,6.0
1090,Fulham,Liverpool,5.19,4.67,1.57,A,2.4,0.8,1.2,2.0,6.0
1091,Arsenal,Chelsea,1.45,4.93,6.78,H,1.8,1.0,2.0,2.2,1.0
1092,Wolves,Bournemouth,2.72,3.6,2.52,A,1.4,1.4,2.0,0.8,2.0
1093,Crystal Palace,Newcastle,2.76,3.68,2.43,H,2.0,2.0,2.0,2.4,2.0
1094,Everton,Liverpool,7.11,4.98,1.42,H,2.2,1.2,1.4,1.4,2.0
1095,Man United,Sheffield United,1.31,6.11,8.44,H,1.2,1.2,1.8,2.0,2.0
1096,Brighton,Man City,6.65,4.95,1.44,A,2.4,1.0,1.2,1.2,3.0
1097,West Ham,Liverpool,5.63,4.89,1.51,D,2.0,1.6,1.2,1.6,5.0
1098,Fulham,Crystal Palace,2.11,3.6,3.42,D,0.8,1.2,1.2,1.6,5.0
1099,Man United,Burnley,1.52,4.9,5.44,D,1.6,1.2,1.8,2.4,5.0
1100,Newcastle,Sheffield United,1.23,7.04,11.1,H,1.0,1.2,2.4,2.8,5.0
1101,Wolves,Luton,1.98,3.83,3.58,H,1.2,1.2,2.8,0.8,5.0
1102,Everton,Brentford,2.36,3.5,2.97,H,2.4,0.8,2.4,1.4,5.0
1103,Aston Villa,Chelsea,2.17,3.9,3.06,D,1.6,2.0,2.2,2.4,5.0
1104,Bournemouth,Brighton,2.26,3.8,2.94,H,1.4,1.6,1.2,2.2,6.0
1105,Tottenham,Arsenal,4.12,4.07,1.8,A,3.2,1.2,0.0,2.2,6.0
1106,Nott'm Forest,Man City,9.5,5.72,1.31,A,2.6,1.0,0.8,1.6,6.0
1107,Chelsea,Tottenham,2.2,4.05,2.91,H,1.4,2.2,2.0,3.4,0.0
1108,Luton,Everton,2.66,3.58,2.62,D,0.6,2.4,2.4,1.4,1.0
1109,Arsenal,Bournemouth,1.2,7.59,12.74,H,1.4,0.8,1.4,2.6,4.0
1110,Brentford,Fulham,2.12,3.8,3.25,D,1.8,1.4,1.8,1.2,4.0
1111,Burnley,Newcastle,3.38,3.98,2.02,A,1.4,2.0,2.2,0.8,4.0
1112,Sheffield United,Nott'm Forest,4.68,4.25,1.69,A,0.8,4.0,2.2,1.2,4.0
1113,Man City,Wolves,1.09,11.51,25.33,H,1.0,0.6,1.8,2.6,4.0
1114,Brighton,Aston Villa,2.72,3.77,2.43,H,1.8,1.8,1.6,1.2,6.0
1115,Chelsea,West Ham,1.65,4.55,4.58,H,2.0,1.4,2.6,3.4,6.0
1116,Liverpool,Tottenham,1.48,5.26,5.61,H,1.0,1.0,2.0,2.0,6.0
1117,Crystal Palace,Man United,2.38,3.76,2.79,H,1.8,1.4,2.2,2.6,2.0
1118,Fulham,Man City,12.3,7.05,1.22,A,2.4,1.0,0.6,1.6,1.0
1119,Bournemouth,Brentford,1.98,3.99,3.5,A,2.0,1.2,1.8,2.4,1.0
1120,Everton,Sheffield United,1.4,5.13,7.46,H,1.2,0.6,3.2,1.4,1.0
1121,Newcastle,Brighton,1.59,4.81,4.84,D,0.4,1.0,1.8,3.4,1.0
1122,Tottenham,Burnley,1.35,6.01,7.33,H,1.8,1.6,1.4,2.2,1.0
1123,West Ham,Luton,1.82,4.33,3.83,H,1.2,1.6,3.0,1.2,1.0
1124,Wolves,Crystal Palace,2.86,3.51,2.47,A,0.8,1.4,1.2,1.0,1.0
1125,Nott'm Forest,Chelsea,3.39,3.94,2.03,A,1.4,1.4,2.4,1.2,1.0
1126,Man United,Arsenal,7.08,5.5,1.39,A,2.8,1.4,0.4,2.0,3.0
1127,Aston Villa,Liverpool,4.15,4.55,1.71,D,1.6,2.0,1.4,2.0,0.0
1128,Tottenham,Man City,6.94,5.91,1.38,A,3.0,1.4,0.6,2.4,1.0
1129,Brighton,Chelsea,3.37,3.99,2.02,A,1.8,1.6,2.6,0.6,2.0
1130,Man United,Newcastle,2.73,4.04,2.34,H,1.6,1.2,2.0,1.8,2.0
1131,Arsenal,Everton,1.17,8.04,15.37,H,0.6,0.6,2.4,2.4,6.0
1132,Brentford,Newcastle,2.94,3.96,2.22,A,1.8,0.6,1.8,1.0,6.0
1133,Brighton,Man United,2.17,4.11,2.95,A,1.4,1.8,2.8,0.6,6.0
1134,Burnley,Nott'm Forest,2.9,3.74,2.32,A,1.0,1.8,1.6,1.0,6.0
1135,Chelsea,Bournemouth,1.45,5.32,5.99,H,1.0,1.0,1.6,3.8,6.0
1136,Crystal Palace,Aston Villa,1.87,4.28,3.67,H,1.4,1.4,1.6,2.8,6.0
1137,Liverpool,Wolves,1.16,8.71,14.55,H,0.8,1.2,2.6,2.0,6.0
1138,Luton,Fulham,2.92,3.95,2.23,A,1.4,2.2,1.6,1.4,6.0
1139,Man City,West Ham,1.1,11.72,21.81,H,2.0,0.8,3.2,3.4,6.0
1140,Sheffield United,Tottenham,7.32,6.04,1.35,A,0.6,3.6,2.8,1.4,6.0
1141,Bournemouth,Aston Villa,1.96,3.48,3.98,A,0.8,1.0,2.2,1.8,5.0
1142,Chelsea,Swansea,1.37,4.66,9.57,D,1.0,0.8,1.0,3.8,5.0
1143,Everton,Watford,1.69,3.76,5.25,D,1.24,0.0,1.54,1.4,5.0
1144,Leicester,Sunderland,1.96,3.37,4.06,H,0.8,0.8,1.0,2.6,5.0
1145,Man United,Tottenham,1.63,3.9,5.65,H,1.2,1.6,2.2,2.0,5.0
1146,Norwich,Crystal Palace,2.53,3.21,2.92,A,1.2,1.4,0.8,1.0,5.0
1147,Arsenal,West Ham,1.29,5.53,10.75,A,1.6,0.6,3.6,2.4,1.0
1148,Newcastle,Southampton,2.79,3.23,2.63,D,0.4,1.2,1.8,3.0,1.0
1149,Stoke,Liverpool,3.33,3.33,2.24,A,2.0,1.0,2.0,2.6,1.0
1150,West Brom,Man City,5.46,3.85,1.66,A,3.2,1.4,0.4,1.4,3.0
1151,Aston Villa,Man United,5.37,3.67,1.71,A,1.6,1.8,2.2,2.6,4.0
1152,Southampton,Everton,1.95,3.45,4.09,A,0.8,0.6,2.4,2.6,5.0
1153,Sunderland,Norwich,2.47,3.2,3.01,A,0.4,1.8,2.4,0.8,5.0
1154,Swansea,Newcastle,1.92,3.51,4.11,H,2.2,1.4,1.6,1.6,5.0
1155,Tottenham,Stoke,1.77,3.66,4.8,D,0.4,1.6,1.2,1.8,5.0
1156,Watford,West Brom,2.25,3.3,3.33,D,1.0,1.23,1.6,1.55,5.0
1157,West Ham,Leicester,2.25,3.36,3.27,A,1.4,1.4,1.6,1.4,5.0
1158,Crystal Palace,Arsenal,5.0,3.78,1.71,A,1.8,1.2,0.4,3.6,6.0
1159,Man City,Chelsea,2.09,3.4,3.66,H,1.8,0.8,2.4,3.4,6.0
1160,Liverpool,Bournemouth,1.44,4.46,7.71,H,0.8,1.0,2.0,2.2,0.0
1161,Crystal Palace,Aston Villa,1.83,3.52,4.52,H,0.8,0.8,2.0,3.4,5.0
1162,Leicester,Tottenham,2.63,3.38,2.67,D,1.0,1.2,2.2,3.0,5.0
1163,Man United,Newcastle,1.36,4.91,8.9,D,2.0,1.2,2.0,1.8,5.0
1164,Norwich,Stoke,2.3,3.27,3.22,D,0.8,1.8,1.4,1.0,5.0
1165,Sunderland,Swansea,3.74,3.33,2.07,D,1.2,1.6,1.4,1.0,5.0
1166,West Ham,Bournemouth,2.34,3.35,3.09,A,0.6,1.6,1.8,1.4,5.0
1167,Everton,Man City,4.72,3.92,1.73,A,3.0,0.4,0.0,1.6,6.0
1168,Watford,Southampton,2.7,3.25,2.7,D,0.8,0.0,2.0,0.0,6.0
1169,West Brom,Chelsea,5.93,3.79,1.62,A,1.4,2.0,2.6,1.2,6.0
1170,Arsenal,Liverpool,1.72,3.82,4.9,D,1.8,1.0,1.6,2.0,0.0
1171,Aston Villa,Sunderland,1.89,3.42,4.38,D,1.2,2.0,1.6,2.2,5.0
1172,Bournemouth,Leicester,2.14,3.48,3.38,D,1.8,1.0,1.4,1.4,5.0
1173,Chelsea,Crystal Palace,1.35,4.94,9.38,A,1.6,0.6,0.8,3.4,5.0
1174,Liverpool,West Ham,1.36,4.99,9.06,A,1.4,0.8,2.8,2.0,5.0
1175,Man City,Watford,1.19,7.15,14.45,H,2.0,0.8,2.0,4.0,5.0
1176,Newcastle,Arsenal,5.7,3.99,1.61,A,2.2,1.0,0.6,2.6,5.0
1177,Stoke,West Brom,1.93,3.39,4.22,A,1.0,0.8,1.0,2.4,5.0
1178,Tottenham,Everton,1.94,3.53,3.98,D,1.2,1.8,2.0,1.8,5.0
1179,Southampton,Norwich,2.01,3.44,3.82,H,0.6,1.2,1.8,2.4,6.0
1180,Swansea,Man United,3.42,3.31,2.19,H,1.6,1.2,2.0,2.0,6.0
1181,Arsenal,Stoke,1.27,5.71,11.27,H,0.8,0.6,1.2,2.0,2.0
1182,Crystal Palace,Man City,5.44,4.05,1.62,A,2.6,0.6,0.0,2.8,2.0
1183,Everton,Chelsea,3.91,3.45,1.99,H,2.0,0.8,2.0,1.2,2.0
1184,Man United,Liverpool,1.93,3.41,4.27,H,1.2,0.8,1.4,1.0,2.0
1185,Norwich,Bournemouth,2.33,3.36,3.11,H,1.2,2.0,1.8,0.8,2.0
1186,Watford,Swansea,2.68,3.23,2.74,H,1.4,0.0,1.2,0.0,2.0
1187,West Brom,Southampton,3.09,3.16,2.45,D,0.6,1.8,1.6,1.4,2.0
1188,Leicester,Aston Villa,1.86,3.58,4.32,H,0.8,0.8,1.6,3.0,6.0
1189,Sunderland,Tottenham,4.14,3.49,1.92,A,1.2,1.8,1.6,1.0,6.0
1190,West Ham,Newcastle,2.19,3.41,3.33,H,2.0,2.2,1.6,1.8,0.0
1191,Aston Villa,West Brom,2.28,3.2,3.36,A,0.8,1.8,1.0,2.0,5.0
1192,Bournemouth,Sunderland,1.7,3.79,5.14,H,1.4,1.2,1.8,1.4,5.0
1193,Chelsea,Arsenal,2.41,3.38,2.97,H,1.8,1.0,0.6,2.4,5.0
1194,Man City,West Ham,1.26,6.08,11.33,A,1.6,0.6,2.6,3.6,5.0
1195,Newcastle,Watford,2.47,3.25,2.97,A,1.0,1.0,2.0,2.4,5.0
1196,Stoke,Leicester,2.43,3.3,2.98,D,1.4,0.8,0.8,2.0,5.0
1197,Swansea,Everton,2.26,3.33,3.27,D,1.0,1.2,1.8,1.8,5.0
1198,Liverpool,Norwich,1.64,3.86,5.54,D,0.6,1.2,1.8,1.4,6.0
1199,Southampton,Man United,3.06,3.19,2.44,A,1.2,1.2,1.6,2.6,6.0
1200,Tottenham,Crystal Palace,1.97,3.48,3.95,H,2.0,1.6,0.8,1.2,6.0
1201,Leicester,Arsenal,4.26,3.81,1.82,A,1.4,1.2,1.0,3.0,5.0
1202,Liverpool,Aston Villa,1.52,4.13,6.81,H,0.8,1.2,2.2,1.6,5.0
1203,Man United,Sunderland,1.21,6.57,13.85,H,1.0,0.8,2.2,1.4,5.0
1204,Newcastle,Chelsea,5.62,3.94,1.62,D,1.8,1.4,2.2,1.8,5.0
1205,Southampton,Swansea,2.03,3.37,3.86,H,0.8,1.8,1.0,2.6,5.0
1206,Stoke,Bournemouth,2.48,3.31,2.9,H,1.2,1.0,2.4,2.2,5.0
1207,Tottenham,Man City,3.94,3.62,1.93,H,2.4,1.0,0.0,1.0,5.0
1208,West Ham,Norwich,2.22,3.4,3.28,D,0.8,1.8,1.8,2.2,5.0
1209,Watford,Crystal Palace,2.48,3.25,2.96,A,1.8,0.0,1.0,0.33,6.0
1210,West Brom,Everton,2.98,3.25,2.47,A,1.0,1.2,0.6,1.0,0.0
1211,Aston Villa,Stoke,2.47,3.23,2.99,A,0.6,1.8,1.4,1.4,1.0
1212,Bournemouth,Watford,2.1,3.39,3.62,D,1.33,0.8,1.67,1.4,1.0
1213,Chelsea,Southampton,1.8,3.63,4.61,A,0.4,1.0,1.2,2.4,1.0
1214,Crystal Palace,West Brom,1.81,3.49,4.74,H,0.8,0.8,1.0,2.4,1.0
1215,Man City,Newcastle,1.23,6.59,12.3,H,1.2,0.8,1.8,2.8,1.0
1216,Norwich,Leicester,2.25,3.46,3.15,A,1.2,2.0,0.8,1.4,1.0
1217,Sunderland,West Ham,3.05,3.34,2.37,D,1.6,1.2,1.8,0.8,1.0
1218,Arsenal,Man United,2.01,3.59,3.69,H,1.4,0.6,1.6,1.4,4.0
1219,Everton,Liverpool,2.66,3.27,2.74,D,1.4,1.0,1.6,1.4,4.0
1220,Swansea,Tottenham,2.66,3.28,2.7,D,1.4,1.0,1.2,1.6,4.0
1221,Chelsea,Aston Villa,1.34,5.13,9.41,H,1.2,1.6,2.6,1.6,5.0
1222,Crystal Palace,West Ham,1.98,3.54,3.8,A,2.0,0.8,1.2,2.0,5.0
1223,Everton,Man United,3.15,3.29,2.35,A,1.4,1.2,1.4,1.4,5.0
1224,Man City,Bournemouth,1.33,5.23,9.31,H,1.4,0.8,2.2,3.0,5.0
1225,Southampton,Leicester,1.75,3.75,4.71,D,1.4,1.6,1.0,2.8,5.0
1226,Tottenham,Liverpool,2.43,3.4,2.91,D,1.2,1.0,1.4,1.4,5.0
1227,Watford,Arsenal,5.76,4.06,1.59,A,1.8,0.25,1.0,0.25,5.0
1228,West Brom,Sunderland,2.03,3.28,3.95,H,1.0,1.8,2.8,1.4,5.0
1229,Newcastle,Norwich,2.54,3.33,2.8,H,1.2,1.6,1.4,1.2,6.0
1230,Swansea,Stoke,2.03,3.33,3.88,A,0.8,1.4,1.0,1.6,0.0
1231,Arsenal,Everton,1.42,4.75,7.55,H,1.4,0.6,0.8,1.4,5.0
1232,Aston Villa,Swansea,2.94,3.15,2.56,A,0.8,1.6,1.6,1.0,5.0
1233,Leicester,Crystal Palace,2.21,3.41,3.31,H,1.8,2.2,0.8,3.0,5.0
1234,Norwich,West Brom,2.0,3.39,3.97,A,0.6,1.8,1.2,1.2,5.0
1235,Stoke,Watford,2.09,3.26,3.79,A,1.25,1.2,1.5,2.0,5.0
1236,West Ham,Chelsea,3.81,3.61,1.97,H,1.6,1.8,2.2,2.2,5.0
1237,Bournemouth,Tottenham,3.38,3.32,2.22,A,1.4,1.0,0.8,1.0,6.0
1238,Liverpool,Southampton,2.05,3.43,3.74,D,1.0,1.2,1.0,1.4,6.0
1239,Man United,Man City,2.57,3.35,2.8,D,1.8,0.6,0.8,2.0,6.0
1240,Sunderland,Newcastle,2.53,3.31,2.86,H,1.0,1.4,2.4,0.8,6.0
1241,Chelsea,Liverpool,2.07,3.36,3.73,A,0.6,1.4,0.8,1.6,5.0
1242,Crystal Palace,Man United,3.77,3.35,2.06,D,1.6,1.4,1.4,1.2,5.0
1243,Man City,Norwich,1.28,5.81,10.45,H,1.6,0.8,2.6,3.4,5.0
1244,Newcastle,Stoke,2.35,3.31,3.12,D,1.0,1.8,1.0,2.2,5.0
1245,Swansea,Arsenal,4.8,3.82,1.73,A,2.2,0.8,1.0,1.2,5.0
1246,Watford,West Ham,2.52,3.28,2.87,H,2.4,0.8,0.8,0.2,5.0
1247,West Brom,Leicester,2.82,3.25,2.58,A,1.8,1.8,1.4,1.0,5.0
1248,Everton,Sunderland,1.49,4.31,7.06,H,0.8,1.8,2.4,1.2,6.0
1249,Southampton,Bournemouth,1.54,4.17,6.29,H,1.4,1.8,2.8,2.0,6.0
1250,Tottenham,Aston Villa,1.42,4.52,8.11,H,1.2,0.6,2.0,1.4,2.0
1251,Bournemouth,Newcastle,2.2,3.44,3.3,A,0.2,1.6,2.6,1.0,5.0
1252,Leicester,Watford,1.84,3.67,4.3,H,1.4,2.0,1.2,2.2,5.0
1253,Man United,West Brom,1.33,4.91,10.69,H,0.6,0.2,0.4,1.4,5.0
1254,Norwich,Swansea,2.45,3.31,2.94,H,1.2,1.6,1.6,1.2,5.0
1255,Stoke,Chelsea,3.74,3.38,2.06,H,1.4,1.4,2.4,0.8,5.0
1256,Sunderland,Southampton,4.63,3.66,1.78,A,1.2,1.4,0.8,1.4,5.0
1257,West Ham,Everton,2.53,3.4,2.78,D,1.4,1.8,0.8,2.0,5.0
1258,Arsenal,Tottenham,1.69,3.95,4.85,D,1.8,0.6,1.0,1.4,1.0
1259,Aston Villa,Man City,7.29,4.58,1.44,D,1.4,1.4,0.8,0.6,1.0
1260,Liverpool,Crystal Palace,1.66,3.8,5.39,A,1.2,1.4,0.8,1.2,1.0
1261,Chelsea,Norwich,1.42,4.62,8.04,H,1.2,1.6,2.8,1.4,5.0
1262,Everton,Aston Villa,1.57,4.0,6.21,H,1.2,1.8,2.6,2.0,5.0
1263,Man City,Liverpool,1.66,3.94,5.28,A,1.0,1.0,1.0,3.2,5.0
1264,Newcastle,Leicester,2.79,3.44,2.51,A,2.0,1.4,1.6,1.8,5.0
1265,Southampton,Stoke,1.59,3.88,6.23,A,0.6,1.2,0.6,2.4,5.0
1266,Swansea,Bournemouth,1.89,3.47,4.34,D,1.4,1.4,3.0,0.8,5.0
1267,Watford,Man United,4.07,3.29,2.01,A,1.4,0.8,1.4,0.6,5.0
1268,West Brom,Arsenal,6.4,4.18,1.54,H,2.4,1.8,0.8,1.4,5.0
1269,Tottenham,West Ham,1.55,4.15,6.22,H,2.0,0.4,1.2,1.6,6.0
1270,Crystal Palace,Sunderland,1.55,3.99,6.5,A,0.8,1.0,2.8,1.0,0.0
1271,Aston Villa,Watford,2.69,3.13,2.79,A,1.2,1.2,1.2,0.6,5.0
1272,Bournemouth,Everton,2.87,3.41,2.45,D,1.0,1.6,1.0,1.0,5.0
1273,Crystal Palace,Newcastle,1.69,3.83,5.09,H,0.4,1.0,2.2,0.6,5.0
1274,Leicester,Man United,3.13,3.35,2.34,D,1.6,1.8,1.2,1.8,5.0
1275,Man City,Southampton,1.57,4.19,5.9,H,1.0,1.8,0.4,3.0,5.0
1276,Sunderland,Stoke,3.1,3.19,2.41,H,0.6,1.0,0.4,1.2,5.0
1277,Liverpool,Swansea,1.46,4.37,7.36,H,0.8,1.8,1.4,1.2,6.0
1278,Norwich,Arsenal,5.51,4.15,1.6,D,2.4,1.0,1.2,1.2,6.0
1279,Tottenham,Chelsea,2.54,3.34,2.81,D,1.4,0.6,2.0,2.4,6.0
1280,West Ham,West Brom,2.05,3.33,3.83,D,0.6,1.6,0.8,2.0,6.0
1281,Arsenal,Sunderland,1.27,5.76,12.07,H,0.6,0.4,2.4,1.6,1.0
1282,Chelsea,Bournemouth,1.37,4.91,8.83,A,1.0,1.2,2.8,1.4,1.0
1283,Man United,West Ham,1.43,4.38,8.4,D,1.6,0.2,2.0,1.6,1.0
1284,Southampton,Aston Villa,1.49,4.17,7.13,D,1.0,1.4,3.0,1.8,1.0
1285,Stoke,Man City,5.07,3.87,1.69,H,0.8,1.2,0.8,1.0,1.0
1286,Swansea,Leicester,2.66,3.35,2.68,A,2.4,1.6,1.4,0.8,1.0
1287,Watford,Norwich,2.13,3.36,3.52,H,1.2,1.2,2.4,0.8,1.0
1288,West Brom,Tottenham,4.45,3.5,1.86,D,2.0,1.4,1.0,1.4,1.0
1289,Newcastle,Liverpool,5.58,4.1,1.6,H,1.8,1.8,1.2,1.8,4.0
1290,Everton,Crystal Palace,2.03,3.49,3.68,D,1.0,1.4,0.8,2.8,6.0
1291,Bournemouth,Man United,3.33,3.28,2.26,H,1.2,2.0,1.0,1.4,5.0
1292,Crystal Palace,Southampton,2.52,3.22,2.92,H,1.2,1.0,1.0,1.6,5.0
1293,Man City,Swansea,1.3,5.56,10.18,H,0.6,1.6,1.4,3.4,5.0
1294,Norwich,Everton,2.85,3.4,2.48,D,1.6,1.0,1.6,1.2,5.0
1295,Sunderland,Watford,2.8,3.2,2.64,A,1.8,0.8,1.2,1.4,5.0
1296,West Ham,Stoke,2.55,3.19,2.89,D,0.6,1.0,0.4,1.6,5.0
1297,Aston Villa,Arsenal,6.1,4.06,1.57,A,2.6,1.4,1.0,0.6,6.0
1298,Liverpool,West Brom,1.41,4.42,8.84,D,0.6,1.2,1.0,1.4,6.0
1299,Tottenham,Newcastle,1.37,4.96,8.4,A,0.6,0.6,3.2,2.2,6.0
1300,Leicester,Chelsea,3.07,3.4,2.33,H,0.8,1.8,1.6,1.8,0.0
1301,Chelsea,Sunderland,1.31,5.32,10.91,H,0.8,1.4,2.6,1.0,5.0
1302,Everton,Leicester,2.05,3.61,3.51,A,2.6,1.4,1.0,2.4,5.0
1303,Man United,Norwich,1.45,4.35,7.74,A,1.0,0.2,2.6,1.6,5.0
1304,Newcastle,Aston Villa,2.0,3.41,3.91,D,0.8,1.4,2.6,2.0,5.0
1305,Southampton,Tottenham,2.62,3.27,2.77,A,2.0,1.0,1.0,1.6,5.0
1306,Stoke,Crystal Palace,2.44,3.19,3.07,A,0.8,1.0,0.8,1.4,5.0
1307,West Brom,Bournemouth,2.53,3.22,2.91,A,1.0,1.6,2.2,1.6,5.0
1308,Swansea,West Ham,2.07,3.35,3.74,D,1.2,2.2,1.8,0.8,6.0
1309,Watford,Liverpool,4.02,3.43,1.96,H,1.6,1.2,1.0,1.0,6.0
1310,Arsenal,Man City,2.37,3.45,2.99,H,0.4,0.6,1.2,2.2,0.0
1311,Aston Villa,West Ham,2.63,3.15,2.83,D,0.8,1.6,1.4,0.6,5.0
1312,Bournemouth,Crystal Palace,2.42,3.33,2.98,D,1.2,2.2,0.8,1.4,5.0
1313,Chelsea,Watford,1.49,4.29,7.03,D,1.6,1.0,1.0,1.4,5.0
1314,Liverpool,Leicester,1.93,3.72,3.81,H,2.8,1.4,1.2,1.6,5.0
1315,Man City,Sunderland,1.21,6.91,13.59,H,1.0,1.6,2.6,2.6,5.0
1316,Newcastle,Everton,3.24,3.45,2.22,A,1.8,1.2,1.8,1.8,5.0
1317,Southampton,Arsenal,3.51,3.41,2.11,H,2.0,1.2,0.6,1.0,5.0
1318,Stoke,Man United,3.21,3.17,2.36,H,1.4,1.0,0.8,1.2,5.0
1319,Swansea,West Brom,1.96,3.3,4.23,H,0.8,1.8,1.4,0.4,5.0
1320,Tottenham,Norwich,1.43,4.55,7.7,H,1.0,0.8,2.4,1.6,5.0
1321,Arsenal,Bournemouth,1.43,4.58,7.76,H,1.2,0.8,2.0,2.2,0.0
1322,Crystal Palace,Swansea,2.07,3.31,3.8,D,0.8,1.0,1.6,1.4,0.0
1323,Everton,Stoke,1.93,3.51,4.11,A,0.4,1.8,0.4,2.6,0.0
1324,Man United,Chelsea,2.55,3.22,2.91,D,0.8,0.4,1.4,1.2,0.0
1325,Norwich,Aston Villa,2.04,3.42,3.78,H,0.6,1.0,2.2,0.8,0.0
1326,Watford,Tottenham,3.65,3.42,2.08,A,2.2,1.0,1.0,1.6,0.0
1327,West Brom,Newcastle,2.16,3.26,3.58,H,1.0,1.4,3.0,1.4,0.0
1328,West Ham,Southampton,3.44,3.26,2.22,H,1.2,1.0,1.2,1.2,0.0
1329,Leicester,Man City,4.12,3.87,1.83,D,0.4,1.6,1.6,1.6,1.0
1330,Sunderland,Liverpool,5.22,3.74,1.7,A,1.4,0.8,1.4,1.4,2.0
1331,Arsenal,Newcastle,1.27,5.87,11.2,H,0.8,0.8,2.0,2.0,0.0
1332,Leicester,Bournemouth,1.92,3.58,4.02,D,1.0,0.6,1.4,1.2,0.0
1333,Man United,Swansea,1.53,4.0,6.89,H,0.6,0.4,1.0,0.6,0.0
1334,Norwich,Southampton,3.07,3.34,2.36,H,0.8,0.6,1.4,1.0,0.0
1335,Sunderland,Aston Villa,2.45,3.18,3.04,H,0.6,0.6,2.2,1.0,0.0
1336,Watford,Man City,4.87,3.88,1.71,A,0.2,0.8,0.8,1.8,0.0
1337,West Brom,Stoke,2.74,3.09,2.77,H,1.0,1.4,1.0,1.4,0.0
1338,West Ham,Liverpool,3.86,3.42,2.01,H,1.6,0.8,1.4,1.2,0.0
1339,Crystal Palace,Chelsea,3.79,3.35,2.06,A,0.4,0.4,1.0,1.2,1.0
1340,Everton,Tottenham,2.71,3.4,2.59,D,2.2,2.0,0.8,3.2,1.0
1341,Aston Villa,Crystal Palace,3.11,3.15,2.45,H,1.0,1.6,0.8,0.8,3.0
1342,Bournemouth,West Ham,1.98,3.51,3.9,A,0.4,2.0,1.4,1.2,3.0
1343,Newcastle,Man United,4.87,3.62,1.78,D,0.8,1.0,1.2,0.6,3.0
1344,Chelsea,West Brom,1.44,4.32,8.24,D,0.8,1.4,1.2,1.4,2.0
1345,Liverpool,Arsenal,2.83,3.37,2.51,D,1.4,1.0,1.4,1.2,2.0
1346,Man City,Everton,1.5,4.56,6.19,D,1.4,1.6,1.4,2.4,2.0
1347,Southampton,Watford,1.98,3.38,4.03,H,1.8,0.8,1.2,1.4,2.0
1348,Stoke,Norwich,2.0,3.32,4.03,H,0.6,0.8,1.8,1.2,2.0
1349,Swansea,Sunderland,1.76,3.57,4.97,A,1.2,1.6,3.2,0.6,2.0
1350,Tottenham,Leicester,1.75,3.75,4.78,A,2.4,0.8,1.0,2.2,2.0
1351,Aston Villa,Leicester,3.52,3.31,2.16,D,2.0,1.2,0.6,0.8,5.0
1352,Bournemouth,Norwich,1.88,3.49,4.35,H,0.6,1.6,2.0,1.2,5.0
1353,Chelsea,Everton,1.79,3.77,4.49,D,1.2,1.2,1.0,1.6,5.0
1354,Man City,Crystal Palace,1.38,5.01,8.13,H,1.0,1.4,0.8,2.0,5.0
